method,query_index,rank,query_track_id,retrieved_track_id,exact_match,score,input_screenplay,target_text,predicted_music_description,query_mood,query_genre,retrieved_mood,retrieved_genre,retrieved_audio_path
score_fusion_alpha_0.25_direct,0,1,track_1228627,track_1212581,0,0.4315480887889862,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene takes place near server racks, city lights, and mechanical movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,dream|meditative,ambient|downtempo|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/81/1212581.low.mp3
score_fusion_alpha_0.25_direct,0,2,track_1228627,track_1295062,0,0.42338865995407104,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene takes place near server racks, city lights, and mechanical movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,action|adventure|epic|film,classical|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/62/1295062.low.mp3
score_fusion_alpha_0.25_direct,0,3,track_1228627,track_0947018,0,0.4158172011375427,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene takes place near server racks, city lights, and mechanical movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,dark|drama|film|movie,classical|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/18/947018.low.mp3
score_fusion_alpha_0.25_direct,0,4,track_1228627,track_1032228,0,0.38375091552734375,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene takes place near server racks, city lights, and mechanical movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,soundscape,ambient|electronic,/home/users/xl461/datasets/mtg_jamendo/audio_low/28/1032228.low.mp3
score_fusion_alpha_0.25_direct,0,5,track_1228627,track_1234332,0,0.3836314082145691,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene takes place near server racks, city lights, and mechanical movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,energetic|epic,ethno|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/32/1234332.low.mp3
score_fusion_alpha_0.25_direct,1,1,track_1228627,track_1212581,0,0.4625261723995209,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The editing rhythm feels precise and urban, with screens glowing in the background.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,dream|meditative,ambient|downtempo|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/81/1212581.low.mp3
score_fusion_alpha_0.25_direct,1,2,track_1228627,track_1234332,0,0.4197494387626648,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The editing rhythm feels precise and urban, with screens glowing in the background.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,energetic|epic,ethno|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/32/1234332.low.mp3
score_fusion_alpha_0.25_direct,1,3,track_1228627,track_0947018,0,0.41134947538375854,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The editing rhythm feels precise and urban, with screens glowing in the background.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,dark|drama|film|movie,classical|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/18/947018.low.mp3
score_fusion_alpha_0.25_direct,1,4,track_1228627,track_1048372,0,0.3978853225708008,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The editing rhythm feels precise and urban, with screens glowing in the background.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,emotional|film,ambient|classical|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/72/1048372.low.mp3
score_fusion_alpha_0.25_direct,1,5,track_1228627,track_1105642,0,0.3839673697948456,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The editing rhythm feels precise and urban, with screens glowing in the background.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark, sad
Genre: electronic, pop, rock
Pacing: slow
Tension: high
Texture: electronic synth textures
Description: dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.","Mood: dark Genre: electronic Pacing: medium Tension: low Texture: electronic synth textures Description: dark electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",dark|sad,electronic|pop|rock,soundscape,ambient,/home/users/xl461/datasets/mtg_jamendo/audio_low/42/1105642.low.mp3
