query_index,rank,query_track_id,retrieved_track_id,is_exact_match,score,query_scene,query_tags,retrieved_music_description,retrieved_tags
0,1,track_1021915,track_1048765,0,0.6467165946960449,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels emotional. The musical atmosphere should lean toward easylistening, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is medium.",emotional,"mood/theme: emotional, film; genre: ambient, soundtrack",emotional|film
0,2,track_1021915,track_0874648,0,0.645555317401886,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels emotional. The musical atmosphere should lean toward easylistening, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is medium.",emotional,"mood/theme: emotional, film; genre: classical, soundtrack",emotional|film
0,3,track_1021915,track_1048771,0,0.6317018866539001,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels emotional. The musical atmosphere should lean toward easylistening, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is medium.",emotional,"mood/theme: emotional, film; genre: ambient, classical, soundtrack",emotional|film
0,4,track_1021915,track_1048372,0,0.6317018866539001,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels emotional. The musical atmosphere should lean toward easylistening, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is medium.",emotional,"mood/theme: emotional, film; genre: ambient, classical, soundtrack",emotional|film
0,5,track_1021915,track_1037711,0,0.6250810623168945,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels emotional. The musical atmosphere should lean toward easylistening, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is medium.",emotional,"mood/theme: emotional, film; genre: newage",emotional|film
1,1,track_1298276,track_1338307,0,0.6649144291877747,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels dark, dramatic. The musical atmosphere should lean toward classical, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark|dramatic,"mood/theme: dark, dramatic, film; genre: classical, orchestral, soundtrack",dark|dramatic|film
1,2,track_1298276,track_1342579,0,0.6529277563095093,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels dark, dramatic. The musical atmosphere should lean toward classical, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark|dramatic,"mood/theme: dramatic, emotional, romantic, trailer; genre: classical, orchestral, soundtrack",dramatic|emotional|romantic|trailer
1,3,track_1298276,track_1298276,1,0.6413869857788086,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels dark, dramatic. The musical atmosphere should lean toward classical, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark|dramatic,"mood/theme: dark, dramatic; genre: classical, orchestral, soundtrack",dark|dramatic
1,4,track_1298276,track_0874648,0,0.6403603553771973,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels dark, dramatic. The musical atmosphere should lean toward classical, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark|dramatic,"mood/theme: emotional, film; genre: classical, soundtrack",emotional|film
1,5,track_1298276,track_0947018,0,0.637825608253479,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels dark, dramatic. The musical atmosphere should lean toward classical, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark|dramatic,"mood/theme: dark, drama, film, movie; genre: classical, soundtrack",dark|drama|film|movie
2,1,track_1287056,track_0874648,0,0.6658512353897095,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels sad. The musical atmosphere should lean toward classical, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is medium.",sad,"mood/theme: emotional, film; genre: classical, soundtrack",emotional|film
2,2,track_1287056,track_1028912,0,0.6412463188171387,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels sad. The musical atmosphere should lean toward classical, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is medium.",sad,mood/theme: sad; genre: classical,sad
2,3,track_1287056,track_1028908,0,0.6412463188171387,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels sad. The musical atmosphere should lean toward classical, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is medium.",sad,mood/theme: sad; genre: classical,sad
2,4,track_1287056,track_1048372,0,0.6377483606338501,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels sad. The musical atmosphere should lean toward classical, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is medium.",sad,"mood/theme: emotional, film; genre: ambient, classical, soundtrack",emotional|film
2,5,track_1287056,track_1048771,0,0.6377483606338501,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels sad. The musical atmosphere should lean toward classical, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is medium.",sad,"mood/theme: emotional, film; genre: ambient, classical, soundtrack",emotional|film
3,1,track_0442602,track_0442602,1,0.6542555093765259,"A short film scene showing a tense scene before an important decision. The scene needs background music that feels film. The musical atmosphere should lean toward chillout, easylistening, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",film,"mood/theme: film; genre: chillout, easylistening, electronic, soundtrack",film
3,2,track_0442602,track_1310106,0,0.6512532234191895,"A short film scene showing a tense scene before an important decision. The scene needs background music that feels film. The musical atmosphere should lean toward chillout, easylistening, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",film,"mood/theme: film, positive, sad; genre: ambient, atmospheric, chillout",film|positive|sad
3,3,track_0442602,track_1048372,0,0.6497544646263123,"A short film scene showing a tense scene before an important decision. The scene needs background music that feels film. The musical atmosphere should lean toward chillout, easylistening, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",film,"mood/theme: emotional, film; genre: ambient, classical, soundtrack",emotional|film
3,4,track_0442602,track_1048771,0,0.6497544646263123,"A short film scene showing a tense scene before an important decision. The scene needs background music that feels film. The musical atmosphere should lean toward chillout, easylistening, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",film,"mood/theme: emotional, film; genre: ambient, classical, soundtrack",emotional|film
3,5,track_0442602,track_0874648,0,0.6497094631195068,"A short film scene showing a tense scene before an important decision. The scene needs background music that feels film. The musical atmosphere should lean toward chillout, easylistening, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",film,"mood/theme: emotional, film; genre: classical, soundtrack",emotional|film
4,1,track_1066503,track_1310106,0,0.6802598237991333,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels advertising, happy, positive, uplifting. The musical atmosphere should lean toward pop. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",advertising|happy|positive|uplifting,"mood/theme: film, positive, sad; genre: ambient, atmospheric, chillout",film|positive|sad
4,2,track_1066503,track_1173501,0,0.6623494625091553,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels advertising, happy, positive, uplifting. The musical atmosphere should lean toward pop. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",advertising|happy|positive|uplifting,"mood/theme: movie; genre: ambient, atmospheric, soundtrack",movie
4,3,track_1066503,track_1173497,0,0.6623494625091553,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels advertising, happy, positive, uplifting. The musical atmosphere should lean toward pop. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",advertising|happy|positive|uplifting,"mood/theme: movie; genre: ambient, atmospheric, soundtrack",movie
4,4,track_1066503,track_1342579,0,0.6577117443084717,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels advertising, happy, positive, uplifting. The musical atmosphere should lean toward pop. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",advertising|happy|positive|uplifting,"mood/theme: dramatic, emotional, romantic, trailer; genre: classical, orchestral, soundtrack",dramatic|emotional|romantic|trailer
4,5,track_1066503,track_1329938,0,0.6539257764816284,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels advertising, happy, positive, uplifting. The musical atmosphere should lean toward pop. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",advertising|happy|positive|uplifting,"mood/theme: happy, inspiring, motivational, sad, uplifting; genre: atmospheric, soundtrack, world",happy|inspiring|motivational|sad|uplifting
5,1,track_0620607,track_1048765,0,0.6707149744033813,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels cool. The musical atmosphere should lean toward ambient, chillout, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",cool,"mood/theme: emotional, film; genre: ambient, soundtrack",emotional|film
5,2,track_0620607,track_1310106,0,0.6651829481124878,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels cool. The musical atmosphere should lean toward ambient, chillout, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",cool,"mood/theme: film, positive, sad; genre: ambient, atmospheric, chillout",film|positive|sad
5,3,track_0620607,track_1173502,0,0.6616835594177246,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels cool. The musical atmosphere should lean toward ambient, chillout, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",cool,"mood/theme: movie; genre: ambient, atmospheric, electronic, soundtrack",movie
5,4,track_0620607,track_1173501,0,0.6615918874740601,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels cool. The musical atmosphere should lean toward ambient, chillout, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",cool,"mood/theme: movie; genre: ambient, atmospheric, soundtrack",movie
5,5,track_0620607,track_1173497,0,0.6615918874740601,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels cool. The musical atmosphere should lean toward ambient, chillout, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",cool,"mood/theme: movie; genre: ambient, atmospheric, soundtrack",movie
6,1,track_0250990,track_1048765,0,0.614180326461792,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels dream. The musical atmosphere should lean toward cinematic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",dream,"mood/theme: emotional, film; genre: ambient, soundtrack",emotional|film
6,2,track_0250990,track_0874648,0,0.6097800731658936,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels dream. The musical atmosphere should lean toward cinematic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",dream,"mood/theme: emotional, film; genre: classical, soundtrack",emotional|film
6,3,track_0250990,track_1173501,0,0.6027191877365112,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels dream. The musical atmosphere should lean toward cinematic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",dream,"mood/theme: movie; genre: ambient, atmospheric, soundtrack",movie
6,4,track_0250990,track_1173497,0,0.6027191877365112,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels dream. The musical atmosphere should lean toward cinematic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",dream,"mood/theme: movie; genre: ambient, atmospheric, soundtrack",movie
