method,query_index,rank,query_track_id,retrieved_track_id,exact_match,score,input_screenplay,target_text,predicted_music_description,query_mood,query_genre,retrieved_mood,retrieved_genre,retrieved_audio_path
direct_screenplay,0,1,track_1228627,track_1387660,0,0.4289018511772156,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. The corridor is still. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","acoustic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,slow,newage|pop|poprock,/home/users/xl461/datasets/mtg_jamendo/audio_low/60/1387660.low.mp3
direct_screenplay,0,2,track_1228627,track_0680607,0,0.27862119674682617,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. The corridor is still. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","acoustic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,soundscape,ambient|atmospheric|psychedelic|worldfusion,/home/users/xl461/datasets/mtg_jamendo/audio_low/07/680607.low.mp3
direct_screenplay,0,3,track_1228627,track_0087498,0,0.21323618292808533,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. The corridor is still. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","acoustic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,dream,ambient|electronic|world,/home/users/xl461/datasets/mtg_jamendo/audio_low/98/87498.low.mp3
direct_screenplay,0,4,track_1228627,track_1283010,0,0.2120494544506073,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. The corridor is still. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","acoustic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,dark,electronic|experimental,/home/users/xl461/datasets/mtg_jamendo/audio_low/10/1283010.low.mp3
direct_screenplay,0,5,track_1228627,track_1105642,0,0.19209417700767517,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. The corridor is still. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","acoustic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,soundscape,ambient,/home/users/xl461/datasets/mtg_jamendo/audio_low/42/1105642.low.mp3
direct_screenplay,1,1,track_1228627,track_1048372,0,0.28422999382019043,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The emotional shift happens mostly through gesture, silence, and blocking. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,emotional|film,ambient|classical|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/72/1048372.low.mp3
direct_screenplay,1,2,track_1228627,track_1314989,0,0.2614859938621521,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The emotional shift happens mostly through gesture, silence, and blocking. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,soundscape,ambient|atmospheric|experimental,/home/users/xl461/datasets/mtg_jamendo/audio_low/89/1314989.low.mp3
direct_screenplay,1,3,track_1228627,track_0843406,0,0.26017892360687256,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The emotional shift happens mostly through gesture, silence, and blocking. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,documentary|meditative|nature,newage|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/06/843406.low.mp3
direct_screenplay,1,4,track_1228627,track_0109226,0,0.2560010254383087,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The emotional shift happens mostly through gesture, silence, and blocking. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,film,soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/26/109226.low.mp3
direct_screenplay,1,5,track_1228627,track_0400857,0,0.25160107016563416,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The emotional shift happens mostly through gesture, silence, and blocking. Dialogue density is low.","dark, sad electronic, pop, rock background music with electronic synth textures. The music should have a slow pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",dark|sad,electronic|pop|rock,deep|sad,ambient|easylistening|electronic,/home/users/xl461/datasets/mtg_jamendo/audio_low/57/400857.low.mp3
