track_id,split,moodtheme_tags,genre_tags,input_screenplay,input_text,target_text,leak_count,leaked_terms
track_1021915,train,emotional,easylistening|newage,"INT. BEDROOM - LATE AFTERNOON.
A character sits on the floor beside an open suitcase, looking through old photographs. They pause over one picture and do not move for a long time.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","Generate a detailed background music description for this screenplay excerpt:
INT. BEDROOM - LATE AFTERNOON.
A character sits on the floor beside an open suitcase, looking through old photographs. They pause over one picture and do not move for a long time.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","emotional easylistening, newage background music with soft ambient textures. The music should have a medium pace and medium emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_1021915,train,emotional,easylistening|newage,"EXT. TRAIN STATION - EVENING.
Two friends stand apart after a difficult goodbye. One wants to say more, but the train arrives before either of them can speak.
The scene relies on visual detail and has medium dialogue density.","Generate a detailed background music description for this screenplay excerpt:
EXT. TRAIN STATION - EVENING.
Two friends stand apart after a difficult goodbye. One wants to say more, but the train arrives before either of them can speak.
The scene relies on visual detail and has medium dialogue density.","emotional easylistening, newage background music with soft ambient textures. The music should have a medium pace and medium emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_1298276,train,dark|dramatic,classical|orchestral|soundtrack,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The scene relies on visual detail and has low dialogue density.","Generate a detailed background music description for this screenplay excerpt:
EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The scene relies on visual detail and has low dialogue density.","dark, dramatic classical, orchestral, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_1298276,train,dark|dramatic,classical|orchestral|soundtrack,"INT. EMPTY SUBWAY PLATFORM - NIGHT.
A young woman crosses the platform alone. The lights flicker above her. She stops when she hears footsteps behind her, but the platform is empty. No one speaks.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is low.","Generate a detailed background music description for this screenplay excerpt:
INT. EMPTY SUBWAY PLATFORM - NIGHT.
A young woman crosses the platform alone. The lights flicker above her. She stops when she hears footsteps behind her, but the platform is empty. No one speaks.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is low.","dark, dramatic classical, orchestral, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_1287056,train,sad,classical|newage,"EXT. TRAIN STATION - EVENING.
Two friends stand apart after a difficult goodbye. One wants to say more, but the train arrives before either of them can speak.
The emotional shift happens mostly through gesture, silence, and blocking. Dialogue density is medium.","Generate a detailed background music description for this screenplay excerpt:
EXT. TRAIN STATION - EVENING.
Two friends stand apart after a difficult goodbye. One wants to say more, but the train arrives before either of them can speak.
The emotional shift happens mostly through gesture, silence, and blocking. Dialogue density is medium.","sad classical, newage background music with soft ambient textures. The music should have a slow pace and medium emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_1287056,train,sad,classical|newage,"INT. DORM ROOM - NIGHT.
A student reads an old message on their phone. The room is quiet except for the hum of the light. They place the phone face down and stare at the wall.
The scene relies on visual detail and has medium dialogue density.","Generate a detailed background music description for this screenplay excerpt:
INT. DORM ROOM - NIGHT.
A student reads an old message on their phone. The room is quiet except for the hum of the light. They place the phone face down and stare at the wall.
The scene relies on visual detail and has medium dialogue density.","sad classical, newage background music with soft ambient textures. The music should have a slow pace and medium emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_0442602,train,film,chillout|easylistening|electronic|soundtrack,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","Generate a detailed background music description for this screenplay excerpt:
EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","film chillout, easylistening, electronic, soundtrack background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_0442602,train,film,chillout|easylistening|electronic|soundtrack,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene relies on visual detail and has medium dialogue density.","Generate a detailed background music description for this screenplay excerpt:
INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene relies on visual detail and has medium dialogue density.","film chillout, easylistening, electronic, soundtrack background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_1066503,train,advertising|happy|positive|uplifting,pop,"EXT. CITY STREET - MORNING.
A character steps out of an apartment building after a long night. Sunlight hits the windows across the street. They take a breath and begin walking.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","Generate a detailed background music description for this screenplay excerpt:
EXT. CITY STREET - MORNING.
A character steps out of an apartment building after a long night. Sunlight hits the windows across the street. They take a breath and begin walking.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","advertising, happy, positive, uplifting pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_1066503,train,advertising|happy|positive|uplifting,pop,"EXT. SCHOOL COURTYARD - DAY.
A small group of friends run across the courtyard after finishing their final exam. One of them turns back for a moment, smiling before joining the others.
The scene relies on visual detail and has medium dialogue density.","Generate a detailed background music description for this screenplay excerpt:
EXT. SCHOOL COURTYARD - DAY.
A small group of friends run across the courtyard after finishing their final exam. One of them turns back for a moment, smiling before joining the others.
The scene relies on visual detail and has medium dialogue density.","advertising, happy, positive, uplifting pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
track_0620607,train,cool,ambient|chillout|electronic,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","Generate a detailed background music description for this screenplay excerpt:
EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","cool ambient, chillout, electronic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",0,
